,O*NET-SOC Code,Title,Job Zone,Date,Domain Source,Description,Domain
824,51-7032.00,"Patternmakers, Wood",3,Aug-21,Analyst,"Plan, lay out, and construct wooden unit or sectional patterns used in forming sand molds for castings.",Production Occupations
825,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",2,Jul-13,Analyst,"Set up, operate, or tend wood sawing machines. May operate computer numerically controlled (CNC) equipment. Includes lead sawyers.",Production Occupations
826,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2,Jul-15,Analyst,"Set up, operate, or tend woodworking machines, such as drill presses, lathes, shapers, routers, sanders, planers, and wood nailing machines. May operate computer numerically controlled (CNC) equipment.",Production Occupations
827,51-8011.00,Nuclear Power Reactor Operators,3,Jul-14,Analyst,"Operate or control nuclear reactors. Move control rods, start and stop equipment, monitor and adjust controls, and record data in logs. Implement emergency procedures when needed. May respond to abnormalities, determine cause, and recommend corrective action.",Production Occupations
828,51-8012.00,Power Distributors and Dispatchers,3,Jul-14,Analyst,"Coordinate, regulate, or distribute electricity or steam.",Production Occupations
829,51-8013.00,Power Plant Operators,2,Jul-14,Analyst,"Control, operate, or maintain machinery to generate electric power. Includes auxiliary equipment operators.",Production Occupations
830,51-8013.03,Biomass Plant Technicians,2,Aug-20,Analyst,Control and monitor biomass plant activities and perform maintenance as needed.,Production Occupations
831,51-8013.04,Hydroelectric Plant Technicians,3,Jul-16,Analyst,"Monitor and control activities associated with hydropower generation. Operate plant equipment, such as turbines, pumps, valves, gates, fans, electric control boards, and battery banks. Monitor equipment operation and performance and make necessary adjustments to ensure optimal performance. Perform equipment maintenance and repair as necessary.",Production Occupations
832,51-8021.00,Stationary Engineers and Boiler Operators,3,Jul-13,Analyst,"Operate or maintain stationary engines, boilers, or other mechanical equipment to provide utilities for buildings or industrial processes. Operate equipment such as steam engines, generators, motors, turbines, and steam boilers.",Production Occupations
833,51-8031.00,Water and Wastewater Treatment Plant and System Operators,3,Aug-18,Analyst,"Operate or control an entire process or system of machines, often through the use of control boards, to transfer or treat water or wastewater.",Production Occupations
834,51-8091.00,Chemical Plant and System Operators,2,Jul-15,Analyst,Control or operate entire chemical processes or system of machines.,Production Occupations
835,51-8092.00,Gas Plant Operators,3,Jun-07,Analyst,Distribute or process gas for utility companies and others by controlling compressors to maintain specified pressures on main pipelines.,Production Occupations
836,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",2,Jun-07,Analyst,"Operate or control petroleum refining or processing units. May specialize in controlling manifold and pumping systems, gauging or testing oil in storage tanks, or regulating the flow of oil into pipelines.",Production Occupations
837,51-8099.01,Biofuels Processing Technicians,2,Jul-16,Analyst,"Calculate, measure, load, mix, and process refined feedstock with additives in fermentation or reaction process vessels and monitor production process. Perform, and keep records of, plant maintenance, repairs, and safety inspections.",Production Occupations
838,51-9011.00,Chemical Equipment Operators and Tenders,2,Jul-15,Analyst,"Operate or tend equipment to control chemical changes or reactions in the processing of industrial or consumer products. Equipment used includes devulcanizers, steam-jacketed kettles, and reactor vessels.",Production Occupations
839,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2,Jul-15,Analyst,"Set up, operate, or tend continuous flow or vat-type equipment; filter presses; shaker screens; centrifuges; condenser tubes; precipitating, fermenting, or evaporating tanks; scrubbing towers; or batch stills. These machines extract, sort, or separate liquids, gases, or solids from other materials to recover a refined product. Includes dairy processing equipment operators.",Production Occupations
840,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",2,Jul-16,Analyst,"Set up, operate, or tend machines to crush, grind, or polish materials, such as coal, glass, grain, stone, food, or rubber.",Production Occupations
841,51-9022.00,"Grinding and Polishing Workers, Hand",1,Jul-16,Analyst,"Grind, sand, or polish, using hand tools or hand-held power tools, a variety of metal, wood, stone, clay, plastic, or glass objects. Includes chippers, buffers, and finishers.",Production Occupations
842,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",2,Jul-14,Analyst,"Set up, operate, or tend machines to mix or blend materials, such as chemicals, tobacco, liquids, color pigments, or explosive ingredients.",Production Occupations
843,51-9031.00,"Cutters and Trimmers, Hand",1,Aug-19,Analyst,"Use hand tools or hand-held power tools to cut and trim a variety of manufactured items, such as carpet, fabric, stone, glass, or rubber.",Production Occupations
844,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",2,Jul-16,Analyst,"Set up, operate, or tend machines that cut or slice materials, such as glass, stone, cork, rubber, tobacco, food, paper, or insulating material.",Production Occupations
845,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2,Jul-16,Analyst,"Set up, operate, or tend machines, such as glass-forming machines, plodder machines, and tuber machines, to shape and form products such as glassware, food, rubber, soap, brick, tile, clay, wax, tobacco, or cosmetics.",Production Occupations
846,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",2,Jul-15,Analyst,"Operate or tend heating equipment other than basic metal, plastic, or food processing equipment. Includes activities such as annealing glass, drying lumber, curing rubber, removing moisture from materials, or boiling soap.",Production Occupations
847,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",2,Aug-20,Analyst,"Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment.",Production Occupations
848,51-9071.00,Jewelers and Precious Stone and Metal Workers,3,Nov-20,Analyst - Transition,"Design, fabricate, adjust, repair, or appraise jewelry, gold, silver, other precious metals, or gems.",Production Occupations
849,51-9071.06,Gem and Diamond Workers,3,Jun-08,Analyst,"Fabricate, finish, or evaluate the quality of gems and diamonds used in jewelry or industrial tools.",Production Occupations
850,51-9081.00,Dental Laboratory Technicians,2,Aug-22,Analyst,Construct and repair full or partial dentures or dental appliances.,Production Occupations
851,51-9082.00,Medical Appliance Technicians,3,Jul-15,Analyst,"Construct, maintain, or repair medical supportive devices such as braces, orthotics and prosthetic devices, joints, arch supports, and other surgical and medical appliances.",Production Occupations
852,51-9083.00,Ophthalmic Laboratory Technicians,2,Jul-15,Analyst,"Cut, grind, and polish eyeglasses, contact lenses, or other precision optical elements. Assemble and mount lenses into frames or process other optical elements. Includes precision lens polishers or grinders, centerer-edgers, and lens mounters.",Production Occupations
853,51-9111.00,Packaging and Filling Machine Operators and Tenders,2,Jul-17,Analyst,Operate or tend machines to prepare industrial or consumer products for storage or shipment. Includes cannery workers who pack food products.,Production Occupations
854,51-9123.00,"Painting, Coating, and Decorating Workers",1,Aug-19,Analyst,"Paint, coat, or decorate articles, such as furniture, glass, plateware, pottery, jewelry, toys, books, or leather.",Production Occupations
855,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2,Aug-22,Analyst,"Set up, operate, or tend spraying or rolling machines to coat or paint any of a wide variety of products, including glassware, cloth, ceramics, metal, plastic, paper, or wood, with lacquer, silver, copper, rubber, varnish, glaze, enamel, oil, or rust-proofing materials. Includes painters of transportation vehicles such as painters in auto body repair facilities.",Production Occupations
856,51-9141.00,Semiconductor Processing Technicians,2,Dec-06,Analyst,"Perform any or all of the following functions in the manufacture of electronic semiconductors: load semiconductor material into furnace; saw formed ingots into segments; load individual segment into crystal growing chamber and monitor controls; locate crystal axis in ingot using x-ray equipment and saw ingots into wafers; and clean, polish, and load wafers into series of special purpose furnaces, chemical baths, and equipment used to form circuitry and change conductive properties.",Production Occupations
857,51-9151.00,Photographic Process Workers and Processing Machine Operators,2,Jul-17,Analyst,Perform work involved in developing and processing photographic images from film or digital media. May perform precision tasks such as editing photographic negatives and prints.,Production Occupations
858,51-9161.00,Computer Numerically Controlled Tool Operators,3,Jul-13,Analyst,"Operate computer-controlled tools, machines, or robots to machine or process parts, tools, or other work pieces made of metal, plastic, wood, stone, or other materials. May also set up and maintain equipment.",Production Occupations
